task,source_file,setting,embedding,comparator,metric,value,comparator_value,delta_vs_comparator_positive_is_better,metric_direction,is_failure,is_improvement,failure_magnitude,improvement_magnitude,small_test_warning,small_train_warning,diagnostic_only,severity_if_negative,direction
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,-0.2159157842397689,0.9914656281471252,-1.2073814123868942,higher_is_better,True,False,1.2073814123868942,0,True,True,True,1.2073814123868942,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.8490070104598999,0.9684524536132812,-0.11944544315338135,higher_is_better,True,False,0.11944544315338135,0,True,True,True,0.11944544315338135,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.921891987323761,0.9301415681838988,-0.008249580860137828,higher_is_better,True,False,0.008249580860137828,0,True,True,True,0.008249580860137828,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=16;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.975261092185974,0.9823938608169556,-0.007132768630981556,higher_is_better,True,False,0.007132768630981556,0,True,True,True,0.007132768630981556,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.98113214969635,-0.9849434494972228,1.9660755991935728,higher_is_better,False,True,0,1.9660755991935728,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.8265742659568787,-0.9791350960731506,1.8057093620300293,higher_is_better,False,True,0,1.8057093620300293,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.989834189414978,0.959985852241516,0.029848337173462025,higher_is_better,False,True,0,0.029848337173462025,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,-0.9624046087265016,-0.9867907762527466,0.024386167526245006,higher_is_better,False,True,0,0.024386167526245006,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,-0.9748427271842957,-0.9942875504493712,0.019444823265075573,higher_is_better,False,True,0,0.019444823265075573,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,baseline,scGPT_human,pearson_r,0.9794689416885376,0.9611549973487854,0.018313944339752197,higher_is_better,False,True,0,0.018313944339752197,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.37890625,1.0,-0.62109375,higher_is_better,True,False,0.62109375,0,True,True,True,0.62109375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.97265625,1.0,-0.02734375,higher_is_better,True,False,0.02734375,0,True,True,True,0.02734375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.99609375,1.0,-0.00390625,higher_is_better,True,False,0.00390625,0,True,True,True,0.00390625,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.93359375,0.0,0.93359375,higher_is_better,False,True,0,0.93359375,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.0,0.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=8;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,baseline,scGPT_human,sign_acc,0.0,0.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,1.6242784261703491,0.5399034023284912,1.084375023841858,lower_is_better,True,False,1.084375023841858,0,True,True,True,1.084375023841858,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,1.0369923114776611,0.0845106616616249,0.9524816498160362,lower_is_better,True,False,0.9524816498160362,0,True,True,True,0.9524816498160362,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,2.747034072875977,2.2678518295288086,0.4791822433471684,lower_is_better,True,False,0.4791822433471684,0,True,True,True,0.4791822433471684,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=17;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,3.644309043884277,3.348284721374512,0.29602432250976474,lower_is_better,True,False,0.29602432250976474,0,True,True,True,0.29602432250976474,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=8;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,0.4950710535049438,0.1992620527744293,0.2958090007305145,lower_is_better,True,False,0.2958090007305145,0,True,True,True,0.2958090007305145,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,2.486187219619751,4.176182746887207,-1.689995527267456,lower_is_better,False,True,0,1.689995527267456,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,0.4230597019195556,1.017870306968689,-0.5948106050491333,lower_is_better,False,True,0,0.5948106050491333,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,0.2639864683151245,0.6972895264625549,-0.4333030581474304,lower_is_better,False,True,0,0.4333030581474304,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,0.9709550142288208,1.394498586654663,-0.4235435724258423,lower_is_better,False,True,0,0.4235435724258423,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,cl_scratch_v5,baseline,mse,0.5017704963684082,0.7992085218429565,-0.29743802547454834,lower_is_better,False,True,0,0.29743802547454834,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,-0.8489673733711243,0.98113214969635,-1.8300995230674744,higher_is_better,True,False,1.8300995230674744,0,True,True,True,1.8300995230674744,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,-0.4970881342887878,0.989834189414978,-1.4869223237037659,higher_is_better,True,False,1.4869223237037659,0,True,True,True,1.4869223237037659,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,-0.9876000881195068,-0.9624046087265016,-0.02519547939300526,higher_is_better,True,False,0.02519547939300526,0,True,True,True,0.02519547939300526,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.9716742634773254,0.9794689416885376,-0.007794678211212158,higher_is_better,True,False,0.007794678211212158,0,True,True,True,0.007794678211212158,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,-0.9797653555870056,-0.9748427271842957,-0.004922628402709961,higher_is_better,True,False,0.004922628402709961,0,True,True,True,0.004922628402709961,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.9780657291412354,0.9827615022659302,-0.004695773124694824,higher_is_better,True,False,0.004695773124694824,0,True,True,True,0.004695773124694824,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.9126806259155272,-0.2159157842397689,1.128596410155296,higher_is_better,False,True,0,1.128596410155296,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.973308801651001,0.8265742659568787,0.14673453569412231,higher_is_better,False,True,0,0.14673453569412231,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.991252303123474,0.8490070104598999,0.1422452926635741,higher_is_better,False,True,0,0.1422452926635741,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,cl_scratch_v5,baseline,pearson_r,0.930540144443512,0.921891987323761,0.008648157119750977,higher_is_better,False,True,0,0.008648157119750977,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.0390625,1.0,-0.9609375,higher_is_better,True,False,0.9609375,0,True,True,True,0.9609375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.21875,1.0,-0.78125,higher_is_better,True,False,0.78125,0,True,True,True,0.78125,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.9921875,0.37890625,0.61328125,higher_is_better,False,True,0,0.61328125,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,1.0,0.93359375,0.06640625,higher_is_better,False,True,0,0.06640625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,1.0,0.97265625,0.02734375,higher_is_better,False,True,0,0.02734375,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,1.0,0.99609375,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.00390625,0.0,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.0,0.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,cl_scratch_v5,baseline,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,2.486187219619751,1.6089675426483154,0.8772196769714355,lower_is_better,True,False,0.8772196769714355,0,True,True,True,0.8772196769714355,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=17;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,3.644309043884277,2.7716593742370605,0.8726496696472164,lower_is_better,True,False,0.8726496696472164,0,True,True,True,0.8726496696472164,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,0.9709550142288208,0.3976057767868042,0.5733492374420166,lower_is_better,True,False,0.5733492374420166,0,True,True,True,0.5733492374420166,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,2.747034072875977,2.268958568572998,0.47807550430297896,lower_is_better,True,False,0.47807550430297896,0,True,True,True,0.47807550430297896,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,1.0369923114776611,0.6853030920028687,0.3516892194747925,lower_is_better,True,False,0.3516892194747925,0,True,True,True,0.3516892194747925,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,0.2057985514402389,0.9064547419548036,-0.7006561905145647,lower_is_better,False,True,0,0.7006561905145647,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,1.6242784261703491,2.300218105316162,-0.675939679145813,lower_is_better,False,True,0,0.675939679145813,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,1.930761814117432,2.471885204315185,-0.541123390197753,lower_is_better,False,True,0,0.541123390197753,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=11;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,0.0191973913460969,0.4614448249340057,-0.4422474335879088,lower_is_better,False,True,0,0.4422474335879088,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,mse,0.4230597019195556,0.8486590385437012,-0.42559933662414556,lower_is_better,False,True,0,0.42559933662414556,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,-0.4970881342887878,0.959985852241516,-1.4570739865303037,higher_is_better,True,False,1.4570739865303037,0,True,True,True,1.4570739865303037,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.9126806259155272,0.9914656281471252,-0.07878500223159801,higher_is_better,True,False,0.07878500223159801,0,True,True,True,0.07878500223159801,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.9780657291412354,0.9883593320846558,-0.01029360294342041,higher_is_better,True,False,0.01029360294342041,0,True,True,True,0.01029360294342041,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=16;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.9765726923942566,0.9823938608169556,-0.005821168422698975,higher_is_better,True,False,0.005821168422698975,0,True,True,True,0.005821168422698975,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=12;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.9872255325317384,0.9909601211547852,-0.003734588623046764,higher_is_better,True,False,0.003734588623046764,0,True,True,True,0.003734588623046764,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.973308801651001,-0.9791350960731506,1.9524438977241516,higher_is_better,False,True,0,1.9524438977241516,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,-0.8489673733711243,-0.9849434494972228,0.13597607612609852,higher_is_better,False,True,0,0.13597607612609852,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.991252303123474,0.9684524536132812,0.02279984951019276,higher_is_better,False,True,0,0.02279984951019276,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,-0.9797653555870056,-0.9942875504493712,0.014522194862365612,higher_is_better,False,True,0,0.014522194862365612,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,pearson_r,0.9716742634773254,0.9611549973487854,0.010519266128540039,higher_is_better,False,True,0,0.010519266128540039,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,0.21875,1.0,-0.78125,higher_is_better,True,False,0.78125,0,True,True,True,0.78125,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,0.9921875,1.0,-0.0078125,higher_is_better,True,False,0.0078125,0,True,True,True,0.0078125,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,0.0390625,0.0,0.0390625,higher_is_better,False,True,0,0.0390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,0.00390625,0.0,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_scratch_v5,scGPT_human,sign_acc,0.0,0.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
